processo_numero,solicitacao_data,solicitacao_hora,solicitacao_descricao,solicitacao_bairro,solicitacao_localidade,solicitacao_endereco,processo_ocorrencia,is_confirmed,latitude,longitude,location_strategy,ground_type,ground_amplitude,slope_degree,slope_percentage,danger_level,rain_day,rain_hour,elevation,solicitacao_data_hora
8031367121,2021/04/12,09:59,"USUÁRIA SOLICITA CAPINAÇÃO E COLOCAÇÃO DE LONA NA BARREIRA, INFORMA QUE ESTA DESLIZANDO E JÁ CAIU UM PEDAÇO.PEDE QUE LEVE MAIS UMA L ONA PARA COLOCAR NA PARTE DE BAIXO PARA COBRIR A BARREIRA TODA.",GUABIRABA,ALTO JOSE IDALINO,RUA ALPINÓPOLIS N 35,Deslizamentos de Barreiras,2,-7.9963878,-34.934371,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,3.8,0.2,66.0,2021/04/12 09:59:00
8074386821,2021/08/19,11:53,BARREIRA DESLIZOU UM PEDACO E MUITO UMIDA. CHEIA DE ARVORES NA BARREIRA,IBURA,UR 10,1 TRAVESSA LAVRINHAS N 70,Deslizamentos de Barreiras,2,-8.1105568,-34.93699350000001,google maps api,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,8.6,0.1,7.0,2021/08/19 11:53:00
8035643321,2021/04/22,08:56,USUÁRIA INFORMA QUE A BARREIRA DESLIZOU UMA PARTE,DOIS UNIDOS,ALTO DO ROSARIO,RUA CAVALCANTI PETRIBU N18,Deslizamentos de Barreiras,2,-7.9909727,-34.9164505,google maps api,LVd4,0 a 40m,0 a 5º,0 a 15%,Baixa,2.1,0.4,17.0,2021/04/22 08:56:00
8034833321,2021/04/19,13:13,USUÁRIA INFORMA QUE BARREIRA ESTA COM VARIAS RACHADURAS E SOLICITA VISTORIA.,GUABIRABA,CGO. DA LOURA,RUA MAMORI N 15,Deslizamentos de Barreiras,2,-7.9968856,-34.9349413,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,3.0,0.0,66.0,2021/04/19 13:13:00
8031082721,2021/04/11,21:05,"informa que deslizou um pouco da barreira, e informa que a uns 6 dias pediu colocacao de lona porem ate entao tambem nao foi feita",GUABIRABA,CGO. DO MARRECO,"rua corrego do marreco, 387",Deslizamentos de Barreiras,2,-7.998290900000001,-34.9366314,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.2,86.0,2021/04/11 21:05:00
8064158022,2022/06/08,09:20,UMA VISTORIA A BARREIRA DESLIZOU E FECHOU A VIA PRINCIPAL,DOIS IRMAOS,SITIO DOS PINTOS,RUA SITIO SAPUCAIA  N.08,Deslizamentos de Barreiras,2,-8.0083174,-34.9563675,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,0.1,0.1,24.0,2022/06/08 09:20:00
8030636921,2021/04/10,21:09,USUÁRIO INFORMA SOBRE DESLIZAMENTO DE BARREIRA QUE ESTÁ SE APROXIMANDO DA CASA E PODE DANIFICAR A ESTRUTURA.,DOIS UNIDOS,ALTO DO MARACANA,"SUBIDA DA MEDALHA MILAGROSA, 40",Deslizamentos de Barreiras,2,-8.0052311,-34.9088489,google maps api,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,9.2,0.2,43.0,2021/04/10 21:09:00
8030963021,2021/04/11,14:06,"USUÁRIO SOLICITA COLOCAÇÃO DE LONAS PLASTICAS NA BARREIRA, POIS OCORREU A QUEDA DE UMA PATE DA BARREIRA E TEME QUE HAJA OUTRA QUEDA.",DOIS UNIDOS,DOIS UNIDOS,"RUA ENGENHEIRO CALDAS, N480",Deslizamentos de Barreiras,2,-7.9988004,-34.9207864,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.2,43.0,2021/04/11 14:06:00
8032859521,2021/04/14,11:17,USUÁRIA INFORMA QUE BARREIRA DESLIZOU UM POUCO E TEM UMA RESIDENCIA EM CIMA DA BARREIRA.,IBURA,LAGOA ENCANTADA,RUA JOSE MARIA FREIRE N 18,Deslizamentos de Barreiras,2,-8.0249271,-34.9229028,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,9.6,0.5,40.0,2021/04/14 11:17:00
8030011921,2021/04/08,17:03,SOLICITA VISTORIA EM BARREIRA. INFORMA QUE MORADORES ESTÃO JOGANDO LIXO NA BARREIRA E QUE UMA PARTE DELA JÁ DESLIZOU.,DOIS UNIDOS,DOIS UNIDOS,AVENIDA CHAGAS FERREIRA N1600,Deslizamentos de Barreiras,2,-7.9960606,-34.920566,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,2.5,0.0,71.0,2021/04/08 17:03:00
8064112022,2022/06/08,08:48,A MESMA INFORMA QUE A BARREIRA DESLIZOU E OS MORADORES NAO ESTA CONSEGUINDO PASSAR POIS A BARREIRA ESTA EMPATANDO A PASSAGEM,DOIS IRMAOS,SITIO DOS PINTOS,RUA SITIO SAPUCAIA N.08,Deslizamentos de Barreiras,2,-8.0083174,-34.9563675,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,0.1,0.0,24.0,2022/06/08 08:48:00
8069064621,2021/08/05,14:08,"SOLICITA VISTORIA, INFORMA QUE A BARREIRA DESLIZOU.",IBURA,PATANAL,"AV PRESIDENTE MÉDICE , PRÓXIMO A RESIDÊNCIA 957",Deslizamentos de Barreiras,2,-8.1075568,-34.9563071,google maps api,PV1,20 a 100m,10 a 30º,0 a 60%,Media,10.8,0.5,38.0,2021/08/05 14:08:00
8035127521,2021/04/20,09:54,"USUÁRIA SOLICITA VISTORIA, POIS A BARREIRA DESLIZOU HÁ CINCO DIAS E DERRUBOU A METADE DA CASA. INFORMA QUE A DEFESA CIVIL JÁ FOI AO LOCAL, FICOU DE VOLTAR PARA DERRUBAR A CASA, PORÉM AINDA NÃO VOLTOU",DOIS UNIDOS,DOIS UNIDOS,"RUA ENGENHEIRO CÉLIO DE CARLI, 30",Deslizamentos de Barreiras,2,-7.997769399999999,-34.9215106,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,1.6,0.0,33.0,2021/04/20 09:54:00
8060140022,2022/06/02,00:18,A MESMA INFORMA QUE A BARREIRA DESLIZOU NO DIA 01/06/2022POR CIMA DA CASA E SOLICITA UMA VISTORIA.,DOIS IRMAOS,SITIO SAO BRAS,RUA DO SITIO SAO BRAZ  N. SN,Deslizamentos de Barreiras,2,-8.0185465,-34.9590977,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,2.3,0.4,16.0,2022/06/02 00:18:00
8061132022,2022/06/03,10:04,SOLICITA VISTORIA ARVORE DE GRANDE PORTE COM RISO DE QUEDA NA BARREIRA QUE ESTA DESLIZANDO,DOIS IRMAOS,CGO. DA FORTUNA,RUA ESTRADA DO PASSARINHO 343,Deslizamentos de Barreiras,2,-8.013158899999999,-34.9408299,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,26.5,0.3,25.0,2022/06/03 10:04:00
8037808021,2021/04/29,08:44,"USUÁRIO SOLICITA VISTORIA, POIS A BARREIRA DESLIZOU",GUABIRABA,CGO. JOSE IDALINO,"RUA LIMA DUARTE, 27",Deslizamentos de Barreiras,2,-7.994911,-34.9354784,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,4.0,0.2,53.0,2021/04/29 08:44:00
8030806121,2021/04/11,09:10,DESLIZAMENTO DE BARREIRA ATINGINDO DUAS CASAS. SEM VITIMAS,DOIS UNIDOS,ALTO DO CAPITAO,SUBIDA DO ALTO DO CAPITÃO N111,Deslizamentos de Barreiras,2,-7.999875899999998,-34.9138415,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.3,69.0,2021/04/11 09:10:00
8061930422,2022/06/04,15:28,"SRA SOLICITA VISTORIA NA BARREIRA DE MEDIO PORTE QUE DESLIZOU, ATINGIU A RESIDENCIA QUE ESTA COM RACHADURAS A COLOCAÇAO DA LONA E CAPINAÇAO",DOIS IRMAOS,CGO. DA FORTUNA,EST DOS MACACOS N08,Deslizamentos de Barreiras,2,-7.9962979,-34.9553089,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,9.4,0.5,63.0,2022/06/04 15:28:00
8030872421,2021/04/11,11:27,"USUÁRIO SOLICITA VISTORIA, POIS A BARREIRA DESLIZOU",GUABIRABA,BOM CLIMA,"AV. BOTA FOGO, 02",Deslizamentos de Barreiras,2,-7.953198199999999,-34.9505943,google maps api,LVd1,20 a 100m,10 a 30º,0 a 60%,Baixa,9.6,0.6,105.0,2021/04/11 11:27:00
8059585122,2022/06/01,11:47,"USUARIO INFORMA DESLIZAMENTO DE BARREIRA, CANALETA ESTA PENDURADA, AGUA ESTA CAINDO POR FORA DA CANALETA. SOLICITA VISTORIA.",DOIS IRMAOS,CGO. DA FORTUNA,"RUA PROF CLAUDIO SELVA, 108 F",Deslizamentos de Barreiras,2,-8.0115521,-34.9521723,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,2.9,0.0,21.0,2022/06/01 11:47:00
8061920922,2022/06/04,15:00,"SRA SOLICITA VISTORIA NA RESIDENCIA QUE FICA PROXIMA DE ONDE HOUVE O DESLIZAMENTO, E A COLOCAÇAO DA LONA NO LOCAL. SRA FOI SOLICITADA A SAIR DA RESIDENCIA PELA SEDEC",DOIS IRMAOS,SITIO SAO BRAS,RUA SITIO SAPUCAIA N08,Deslizamentos de Barreiras,2,-8.0084388,-34.9562007,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,9.4,0.5,36.0,2022/06/04 15:00:00
8031553021,2021/04/12,11:50,"USUÁRIO SOLICITA VISTORIA, POIS A BARREIRA DESLIZOU E O BARRO ESTÁ ENCOSTADO NA PAREDE DO QUARTO",IBURA,JD. MONTE VERDE,"RUA MONTE PASCOAL, 85 A",Deslizamentos de Barreiras,2,-8.1159533,-34.95822030000001,google maps api,PV1,20 a 100m,10 a 30º,0 a 60%,Media,3.8,0.3,47.0,2021/04/12 11:50:00
8061047322,2022/06/03,09:05,"USUÁRIA SOLICITA COLOCAÇÃO DE LONAS NA BARREIRA, E INFORMA QUE PARTE DA BARREIRA E UMA CANALETA DESABOU.",DOIS IRMAOS,CGO. DA FORTUNA,"RUA SITIO SAPUCAIA, N09",Deslizamentos de Barreiras,2,-8.0084388,-34.9562007,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,26.5,1.1,36.0,2022/06/03 09:05:00
8063141722,2022/06/07,08:41,vistoria na barreira que esta caindo encima do templo,DOIS IRMAOS,CGO. DA FORTUNA,rua professor claudio selva n 108,Deslizamentos de Barreiras,2,-8.0115521,-34.9521723,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,14.2,1.4,21.0,2022/06/07 08:41:00
8030672521,2021/04/11,02:15,USUÁRIO INFORMA PRINCIPIO DE DESLIZAMENTO DE BERREIRA. O MESMO AFIRMA BARRO ESCORRENDO DAS BERREIRAS E SOLICITA VISTORIA NO LOCAL.,DOIS UNIDOS,CGO. SAO JOSE,QUARTA TRAVESSA CORREGO SÃO JOSÉ 12,Deslizamentos de Barreiras,2,-7.992993800000001,-34.91678220000001,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.3,24.0,2021/04/11 02:15:00
8069635122,2022/06/20,08:34,"USUARIO INFORMA BARREIRA DESLIZOU NA MADRUGADA DE HOJE, EM CIMA TEM UMA CASA QUE ESTA EM CONSTUÇÃO, RISCO DE CAIR. SOLICITA VISTORIA.",DOIS IRMAOS,SITIO DOS PINTOS,"2A TRAV PARQUE SANTA MARIA, 151",Deslizamentos de Barreiras,2,-8.0131212,-34.958266,google maps api,A2,0 a 40m,0 a 5º,0 a 15%,Baixa,15.6,1.6,23.0,2022/06/20 08:34:00
8060840122,2022/06/02,18:57,"USUÁRIA SOLICITA UMA VISTORIA, ELA INFORMA QUE A BARREIRA DESLIZOU E APRESENTA UMA GRANDE Fissura NO SÁBADO DIA 28/05 ELA  SOLICITA UMA VISTORIA NA BARREIRA, CIENTE DE DEIXAR O LOCAL CASO IDENTIFIQUE QUE A BARREIRA É DE ALTO RISCO.",IBURA,JD. MONTE VERDE,RUA MORRO DO PILAR N 21,Deslizamentos de Barreiras,2,-8.1207546,-34.9596166,google maps api,PV1,20 a 100m,10 a 30º,0 a 60%,Alta,2.3,0.0,40.0,2022/06/02 18:57:00
8031266021,2021/04/12,08:56,USUARIO INFORMA QUE BARREIRA DESLIZOU QUE ESTA CHEGANDO PERTO DA SUA RESIDENCIA,DOIS UNIDOS,ALTO DO MARACANA,1TR JOSE MENEZES DE LYRA FILHO N 56 B,Deslizamentos de Barreiras,2,-8.0036793,-34.9053366,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Baixa,3.8,0.1,60.0,2021/04/12 08:56:00
8061609122,2022/06/03,16:49,SRA SOLICITA VISTORIA NA BARREIRA QUE DESLIZOU E O BARRO JA ENCOSTOU NA PAREDE DO QUARTO,DOIS IRMAOS,SITIO DOS PINTOS,ESTRADA VELHA DOS MACACOS N123,Deslizamentos de Barreiras,2,-8.0131212,-34.958266,google maps api,A2,0 a 40m,0 a 5º,0 a 15%,Baixa,26.5,0.7,23.0,2022/06/03 16:49:00
8059910022,2022/06/01,15:24,USUÁRIA INFORMA QUE AS BARREIA ESTÁ DESLIZANDO POUCO A POUCO!,IBURA,UR 05,RUA MANOEL BOOFONE PIRIZ N133,Deslizamentos de Barreiras,2,-8.1315461,-34.9493082,google maps api,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,2.9,0.0,17.0,2022/06/01 15:24:00
8071493821,2021/08/11,15:17,"SRA SOLICITA VISTORIA NA BARREIRA QUE DESLIZOU DERRUBOU O MURO E ESTA QUASE ATINGINDO A RESIDENCIA, INFORMA TAMBEM QUE OUTRA RESIDENCIA QUE FICA AO LADO TAMBEM ESTA EM RISCO",IBURA,TRES CARNEIROS BAIXO,RUA BOM DESTINO N156,Deslizamentos de Barreiras,2,-8.1244201,-34.9566558,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,7.3,0.3,65.0,2021/08/11 15:17:00
8068031522,2022/06/15,11:30,"USUARIO INFORMA DESLIZAMENTO DE BARREIRA SOLICITA  VISTORIA E COLOCAÇÃO DE LONA PLASTICA BARREIRA ALTA, PRECISA CAPINAR",IBURA,VILA DOS MILAGRES,"RUA DA ALEGRIA, 76",Deslizamentos de Barreiras,2,-8.1128019,-34.9459661,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,1.2,0.0,52.0,2022/06/15 11:30:00
8030953421,2021/04/11,13:50,"USUÁRIA SOLICITA VISTORIA POIS A BARREIRA DESABOU E ESTA PRÓXIMO AS CASAS, E CONTINUA DESLIZANDO.",DOIS UNIDOS,DOIS UNIDOS,"RUA PRIMEIRA TRAVESSA VALE DO SENHOR, N04",Deslizamentos de Barreiras,2,-7.9905397,-34.9227068,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,9.6,1.0,46.0,2021/04/11 13:50:00
8030776521,2021/04/11,08:06,INFORMA QUE UMA PARTE DA BARREIRA CAIU JUNTO COM O MURO DO VIZINHO. NÃO CHEGOU A ATINGIR A CASA POR MUITO POUCO. O VIZINHO NÃO QUER DERRUBAR O RESTANTE DO MURO.,DOIS UNIDOS,CGO. DO MORCEGO,RUA LIMEIRA N213,Deslizamentos de Barreiras,2,-8.0013126,-34.9064317,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Baixa,9.6,0.6,51.0,2021/04/11 08:06:00
8060610622,2022/06/02,14:23,SRA SOLICITA A COLOCAÇAO DA LONA E VISTORIA NA BARREIRA QUE ESTA DESLIZANDO,IBURA,UR 03,AV ENGENHO MURIBECA N174,Deslizamentos de Barreiras,2,-8.1101748,-34.949265,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,2.3,0.1,50.0,2022/06/02 14:23:00
8071027522,2022/06/22,12:47,SR SOLICITA A COLOCAÇAO DA LONA E VISTORIA NA BARREIRA QUE DESLIZOU,DOIS IRMAOS,SITIO DOS PINTOS,RUA DA MEIGUICE N100,Deslizamentos de Barreiras,2,-8.0132535,-34.9537331,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,49.1,1.2,24.0,2022/06/22 12:47:00
8071758022,2022/06/25,05:34,"O SOLICITANTE INFORMA QUE BARREIRA DA RUA FICOU COM A LONA RASGADA E DESCOBERTA E ESTA PRECISANDO DE REPOSIÇÃO, A MESMO INFORMA QUE CAIU UM POUCO DE BARRO.FAVOR VERIFICAR.",DOIS IRMAOS,CGO. DA FORTUNA,"RUA DA JAQUEIRA,N 25",Deslizamentos de Barreiras,2,-8.0092197,-34.95313,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,0.8,0.0,28.0,2022/06/25 05:34:00
8030688921,2021/04/11,02:57,USUARIO INFORMA QUE HOUVE DESLIZAMENTO E DERRUBOU SUA AREA DE SERVIÇO. SOLICITA DE UMA EQUIPE NO LOCAL,DOIS UNIDOS,CGO. DO CURIO,RUA CORREGO DO CURIO N 32,Deslizamentos de Barreiras,2,-7.999165799999998,-34.9155361,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.3,42.0,2021/04/11 02:57:00
8030774221,2021/04/11,07:59,DESLIZAMENTO DE BARREIRAS NÃO CHEGOU A ATINGIR A CASA POR POUCO. MAS LEVOU UMA PARTE DA ESCADARIA.,DOIS UNIDOS,DOIS UNIDOS,QUINTA TRAVESSA JOÃO CAVALCANTE N 440,Deslizamentos de Barreiras,2,-7.9925357,-34.9191525,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.4,38.0,2021/04/11 07:59:00
8033994321,2021/04/16,10:35,"USUÁRIO SOLICITA VISTORIA, POIS A BARREIRA DESLIZOU E O BARRO ESTÁ ENCOSTADO NA PAREDE DA SALA",IBURA,UR 10,"RUA SILVIA RABELO, 31",Deslizamentos de Barreiras,2,-8.137758,-34.9540969,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,2.3,0.1,52.0,2021/04/16 10:35:00
8030891921,2021/04/11,12:14,"SOLICITA VISTORIA DAS BARREIRAS, INFORMA QUE ESTÃO DESLIZANDO E CAINDO UNS PEDAÇOS.",GUABIRABA,BOM CLIMA,"RUA RIO BOTAFOGO, N 192, 195, 295, 142, 202",Deslizamentos de Barreiras,2,-7.963969699999999,-34.9214404,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Baixa,9.6,0.2,68.0,2021/04/11 12:14:00
8034751721,2021/04/19,11:39,"USUÁRIA SOLICITA VISTORIA, POIS TEVE DESLIZAMENTO E O POSTE ESTÁ COM RISCO DE CAIR",GUABIRABA,CGO. DO MARRECO,"RUA MACARANI, 102",Deslizamentos de Barreiras,2,-7.996309399999999,-34.9382991,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Baixa,3.0,0.0,44.0,2021/04/19 11:39:00
8071206921,2021/08/11,11:43,deslizou a barreira entupindo a canaleta e entrando agua na casa do usuário. e deseja lonas. verificar por favor,IBURA,UR 04,rua coronel goulart n 20,Deslizamentos de Barreiras,2,-8.1105568,-34.93699350000001,google maps api,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,7.3,0.3,7.0,2021/08/11 11:43:00
8058420922,2022/05/31,10:22,SOLICITA VISTORIA BARREIRA DESLIZOU E ESTA IMPOSSIBILITANDO MORADOR DE SAIR DA SUA CASA,DOIS IRMAOS,SITIO DOS PINTOS,RUA SITIO SAPUCAIA 45 E,Deslizamentos de Barreiras,2,-8.0085465,-34.9561661,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,19.8,3.1,36.0,2022/05/31 10:22:00
8034163821,2021/04/16,13:55,USUÁRIO INFORMA QUE BARREIRA DESLIZOU UM  POUCO E SOLICITA LONAS PLASTICAS.,GUABIRABA,CGO. DO JENIPAPO,RUA BENTO DE ABREU N 95,Deslizamentos de Barreiras,2,-8.0033475,-34.9367777,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,2.3,0.0,57.0,2021/04/16 13:55:00
8039024422,2022/04/20,12:01,"USUARIO INFORMA BARREIRA DESLIZOU, SOLICITA VISTORIAE LONA .",IBURA,UR 10,"1A TRAV LAVRINHA, 38",Deslizamentos de Barreiras,2,-8.1310572,-34.9406263,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,5.2,0.0,57.0,2022/04/20 12:01:00
8030786021,2021/04/11,08:23,"USUÁRIO SOLICITA VISTORIA, POIS A BARREIRA DESLIZOU E O BARRO ESTÁ ENCOSTADO NA PAREDE DO QUARTO",GUABIRABA,CGO. DA LOURA,"RUA ALTO DA LOURA, 46",Deslizamentos de Barreiras,2,-7.9961436,-34.9362847,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Baixa,9.6,0.6,59.0,2021/04/11 08:23:00
8056544222,2022/05/29,11:02,SOLICITA VISTORIA A BARREIRA DESLIZOU E INVADIO A ESTRADA E OS MORADORES ESTÃO SEM ACESSO . E TEM FIO DE ALTA TENSÃO,DOIS IRMAOS,SITIO DOS PINTOS,RUA DA MATA SN,Deslizamentos de Barreiras,2,-8.0065271,-34.9606888,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,35.6,0.0,11.0,2022/05/29 11:02:00
8059849922,2022/06/01,14:47,USUÁRIO SOLICITA VISTORIA EM BARREIRA QUE DESLIZOU NESTA SEGUNDA FEIRA 30/05/2022 DEVIDO AS FORTES CHUVAS COM RISCO DE DESLIZAR MAIS.,IBURA,JD. MONTE VERDE,ALTO DO PIQUIRI 55,Deslizamentos de Barreiras,2,-8.087023,-34.971542,google maps api,PV1,0 a 40m,0 a 5º,0 a 15%,Baixa,2.9,0.2,22.0,2022/06/01 14:47:00
8056542022,2022/05/29,10:56,USUÁRIO SOLICITA COLOCAÇÃO DE LONA EM BARREIRA DE GRANDE PORTE. NECESSÁRIO REALIZAR LIMPEZA/CAPINAÇÃO.USUÁRIO INFORMA QUE NO LOCAL TEM VAIRAS ARVORES EM CIMA DA BARREIRA E ELA GOSTARIA QUE TIVESSE A RETIRADA DESSAS ARVORES!,DOIS IRMAOS,CGO. DA FORTUNA,RUA ESTRADA VELHA DOS MACACOS N.195,Deslizamentos de Barreiras,2,-8.0092197,-34.95313,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media,35.6,0.5,28.0,2022/05/29 10:56:00
8031460121,2021/04/12,10:59,"USUÁRIO SOLICITA VISTORIA NA BARREIA, INFORMA QUE A BARREIRA DESLIZOU E ESTÁ UM BURACO EMBAIXO DO MURO DO VIZINHO, PRESTE A CAIR NA CAIXA D' ÁGUA DESSA CASA.",IBURA,UR 04,RUA CAPITAO MANOEL MUNIZ N 883,Deslizamentos de Barreiras,2,-8.1297462,-34.9483657,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,3.8,1.0,21.0,2021/04/12 10:59:00
8056843022,2022/05/29,16:45,SR SOLICITA VISTORIA NA BARREIRA QUE ESTA DESLIZANDO,DOIS IRMAOS,SITIO DOS PINTOS,RUA ALTO DA BOA ESPERANCA N62,Deslizamentos de Barreiras,2,-8.0121817,-34.953143,google maps api,A2,0 a 40m,0 a 5º,0 a 15%,Media,35.6,0.2,21.0,2022/05/29 16:45:00
